"Dist", "X", "Y", "Z ", "detrendZ ", "For profile 34 from coastline 0"
0, 138.5, 162.5, 75.453, 0
1, 139.5, 162.5, 75.275, -0.000121307
2, 140.5, 162.5, 75.097, -0.000242615
3, 141.5, 162.5, 74.919, -0.000363922
4, 142.5, 162.5, 74.742, 0.000514221
5, 143.5, 162.5, 74.564, 0.000400543
6, 144.5, 162.5, 74.386, 0.000279236
7, 145.5, 162.5, 74.208, 0.000157928
8, 146.5, 162.5, 74.03, 3.66211e-05
9, 147.5, 162.5, 73.852, -8.46863e-05
10, 148.5, 162.5, 73.674, -0.000198364
11, 149.5, 162.5, 73.496, -0.000319672
12, 150.5, 162.5, 73.319, 0.000558472
13, 151.5, 162.5, 73.141, 0.000437164
14, 152.5, 162.5, 72.963, 0.000315857
15, 153.5, 162.5, 72.785, 0.000202179
16, 154.5, 162.5, 72.607, 8.08716e-05
17, 155.5, 162.5, 72.429, -4.04358e-05
18, 156.5, 162.5, 72.251, -0.000161743
19, 157.5, 162.5, 72.073, -0.000283051
20, 158.5, 162.5, 71.896, 0.000602722
21, 159.5, 162.5, 71.718, 0.000481415
22, 160.5, 162.5, 71.54, 0.000360107
23, 161.5, 162.5, 71.362, 0.0002388
24, 162.5, 162.5, 71.184, 0.000117493
25, 163.5, 162.5, 71.006, -3.8147e-06
26, 164.5, 162.5, 70.828, -0.000117493
27, 165.5, 162.5, 70.65, -0.0002388
28, 166.5, 162.5, 70.473, 0.000639343
29, 167.5, 162.5, 70.295, 0.000518036
30, 168.5, 162.5, 70.117, 0.000396729
31, 169.5, 162.5, 69.939, 0.000283051
32, 170.5, 162.5, 69.761, 0.000161743
33, 171.5, 162.5, 69.583, 4.04358e-05
34, 172.5, 162.5, 69.405, -8.08716e-05
35, 173.5, 162.5, 69.227, -0.000202179
36, 174.5, 162.5, 69.05, 0.000683594
37, 175.5, 162.5, 68.872, 0.000562286
38, 176.5, 162.5, 68.694, 0.000440979
39, 177.5, 162.5, 68.516, 0.000319672
40, 178.5, 162.5, 68.338, 0.000198364
41, 179.5, 162.5, 68.16, 8.46863e-05
42, 180.5, 162.5, 67.982, -3.66211e-05
43, 181.5, 162.5, 67.804, -0.000157928
44, 182.5, 162.5, 67.627, 0.000720215
45, 183.5, 162.5, 67.449, 0.000598907
46, 184.5, 162.5, 67.271, 0.000485229
47, 185.5, 162.5, 67.093, 0.000363922
48, 186.5, 162.5, 66.915, 0.000242615
49, 187.5, 162.5, 66.737, 0.000121307
50, 188.5, 162.5, 66.559, 0
