"Dist", "X", "Y", "Z ", "detrendZ ", "For profile 476 from coastline 0"
0, 135.5, 24.5, 75.155, 0
1, 134.5, 24.5, 75.339, -0.00264191
2, 133.5, 24.5, 75.523, -0.00527618
3, 132.5, 24.5, 75.707, -0.00791809
4, 131.5, 24.5, 75.891, -0.01056
5, 130.5, 24.5, 76.076, -0.0122025
6, 129.5, 23.5, 76.298, 0.0231577
7, 128.5, 23.5, 76.482, 0.0205234
8, 127.5, 23.5, 76.666, 0.0178815
9, 126.5, 23.5, 76.849, 0.0142401
10, 125.5, 23.5, 77.033, 0.0115982
11, 124.5, 23.5, 77.217, 0.00896393
12, 123.5, 23.5, 77.401, 0.00632202
13, 122.5, 23.5, 77.584, 0.00268066
14, 121.5, 23.5, 77.768, 3.87573e-05
15, 120.5, 23.5, 77.952, -0.00259552
16, 119.5, 23.5, 78.136, -0.00523743
17, 118.5, 22.5, 78.355, 0.0271243
18, 117.5, 22.5, 78.539, 0.0244824
19, 116.5, 22.5, 78.722, 0.0208411
20, 115.5, 22.5, 78.905, 0.0171997
21, 114.5, 22.5, 79.089, 0.0145578
22, 113.5, 22.5, 79.272, 0.0109241
23, 112.5, 22.5, 79.456, 0.00828217
24, 111.5, 22.5, 79.639, 0.00464081
25, 110.5, 22.5, 79.823, 0.0019989
26, 109.5, 22.5, 80.006, -0.00164246
27, 108.5, 22.5, 80.189, -0.00527618
28, 107.5, 21.5, 80.406, 0.025079
29, 106.5, 21.5, 80.589, 0.0214377
30, 105.5, 21.5, 80.772, 0.017804
31, 104.5, 21.5, 80.955, 0.0141626
32, 103.5, 21.5, 81.138, 0.0105212
33, 102.5, 21.5, 81.321, 0.00687988
34, 101.5, 21.5, 81.504, 0.00323853
35, 100.5, 21.5, 81.687, -0.000402832
36, 99.5, 21.5, 81.871, -0.00303711
37, 98.5, 21.5, 82.054, -0.00667847
38, 97.5, 21.5, 82.237, -0.0103198
39, 96.5, 20.5, 82.449, 0.0150381
40, 95.5, 20.5, 82.632, 0.0114044
41, 94.5, 20.5, 82.815, 0.00776306
42, 93.5, 20.5, 82.998, 0.0041217
43, 92.5, 20.5, 83.181, 0.000480347
44, 91.5, 20.5, 83.364, -0.00316101
45, 90.5, 20.5, 83.546, -0.00780182
46, 89.5, 20.5, 83.729, -0.0114432
47, 88.5, 20.5, 83.912, -0.0150769
48, 87.5, 20.5, 84.095, -0.0187183
49, 86.5, 19.5, 84.304, 0.00364136
50, 85.5, 19.5, 84.487, 0
